Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Company Name,Company Type,Address,Main Parcel,Description,DBA
2010-2470,BD Roofing - Res - Replace,Approved ,,,8/25/2010,,,Plan,,,101 SW 5 ST Hallandale Beach FL 33009,514227210340,,
2001-0778,BD Roofing - Res - Replace,On-Review,,,2/5/2001,,,Plan,,,412 SW 6 AVE Hallandale Beach FL 33009,514228260320,,
2005-2423,BD Roofing - Res - Replace,Approved ,,,8/1/2005,,,Plan,,,324 NE 4 CT Hallandale Beach FL 33009,514222340150,,
2005-2510,BD Roofing - Res - Replace,Approved ,,,8/11/2005,,,Plan,,,1117 NE 10 ST Hallandale Beach FL 33009,514222132710,,
2008-2140,BD Roofing - Res - Replace,Approved ,,,9/16/2008,,,Plan,,,1048 SW 2 ST Hallandale Beach FL 33009,514228340190,,
1994-1901,BD Roofing - Com - Replace,Approved ,,,5/13/1994,,,Plan,,,917 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227410020,,
1998-1814,BD Roofing - Com - Replace,Approved ,,,6/19/1998,,,Plan,,,1880 S OCEAN DR Unit: WEST Hallandale Beach FL 33009,514226CH0000,,
2005-1802,BD Roofing - Com - Replace,Approved ,,,5/19/2005,,,Plan,,,313 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227070030,,
2012-1069,BD Roofing - Com - Replace,Approved ,,,3/14/2012,,,Plan,,,234 S DIXIE HWY Hallandale Beach FL 33009,514228022870,,
1995-2553,BD Roofing - Com - Replace,Approved ,,,8/23/1995,,,Plan,,,497 HOLIDAY DR Hallandale Beach FL 33009,514235020050,,
2006-1682,BD Roofing - Com - Replace,Approved ,,,4/20/2006,,,Plan,,,501 SE 1 AVE Hallandale Beach FL 33009,514227010370,,
1993-0739,BD Roofing - Com - Replace,Approved ,,,4/21/1993,,,Plan,,,314 NW 7 CT Hallandale Beach FL 33009,514221070120,,
1996-2347,BD Roofing - Com - Replace,Approved ,,,8/14/1996,,,Plan,,,1012 NE 6 ST Hallandale Beach FL 33009,514222370530,,
1993-1969,BD Roofing - Com - Replace,Approved ,,,9/21/1993,,,Plan,,,205 NE 1 AVE Hallandale Beach FL 33009,514227060020,,
2006-1292,BD Roofing - Com - Replace,Approved ,,,3/20/2006,,,Plan,,,201 ANSIN BLVD Unit: DTCTO Hallandale Beach FL 33009,514228000086,,
1997-0991,BD Roofing - Com - Replace,Approved ,,,2/20/1997,,,Plan,,,301 SW 4 TER Hallandale Beach FL 33009,514228260760,,
1996-0617,BD Roofing - Com - Replace,Approved ,,,12/18/1995,,,Plan,,,116 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228021240,,
1995-0834,BD Roofing - Com - Replace,Approved ,,,1/17/1995,,,Plan,,,812 NW 10 ST Hallandale Beach FL 33009,514221230170,,
1991-0075,BD Roofing - Com - Replace,Approved ,,,10/17/1990,,,Plan,,,472 HOLIDAY DR Hallandale Beach FL 33009,514226130420,,
1994-0260,BD Roofing - Com - Replace,Approved ,,,11/5/1993,,,Plan,,,917 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227410020,,
1996-1106,BD Roofing - Com - Replace,Approved ,,,2/23/1996,,,Plan,,,630 SW 9 ST Hallandale Beach FL 33009,514228330910,,
1999-1126,BD Roofing - Com - Replace,Approved ,,,3/26/1999,,,Plan,,,224 NW 6 AVE Hallandale Beach FL 33009,514228050420,,
1995-1386,BD Roofing - Com - Replace,Approved ,,,3/29/1995,,,Plan,,,623 SW 6 ST Hallandale Beach FL 33009,514228330450,,
2001-1753,BD Roofing - Res - Replace,Approved ,,,6/26/2001,,,Plan,,,206 NE 10 AVE Hallandale Beach FL 33009,514227010060,,
2000-1496,BD Roofing - Res - Replace,Approved ,,,6/15/2000,,,Plan,,,210 NE 4 ST Hallandale Beach FL 33009,514222120170,,
2003-1659,BD Roofing - Res - Replace,Approved ,,,5/20/2003,,,Plan,,,351 LESLIE DR Hallandale Beach FL 33009,514223140740,,
2011-2242,BD Roofing - Res - Replace,Approved ,,,9/14/2011,,,Plan,,,23 NE 3 AVE Hallandale Beach FL 33009,514227300100,,
2005-2960,BD Roofing - Res - Replace,Approved ,,,10/14/2005,,,Plan,,,345 LESLIE DR Hallandale Beach FL 33009,514223140690,,
2005-2355,BD Roofing - Res - Replace,Approved ,,,7/22/2005,,,Plan,,,642 SW 9 ST Hallandale Beach FL 33009,514228330940,,
2002-0011,BD Roofing - Res - Replace,Approved ,,,10/1/2001,,,Plan,,,500 THREE ISLANDS BLVD Hallandale Beach FL 33009,514223AB0000,,
2007-0052,BD Roofing - Res - Replace,Approved ,,,10/10/2006,,,Plan,,,1124 NE 8 ST Hallandale Beach FL 33009,514222370200,,
2001-1887,BD Roofing - Res - Replace,Approved ,,,7/19/2001,,,Plan,,,741 SW 5 CT Hallandale Beach FL 33009,514228170110,,
2006-1483,BD Roofing - Res - Replace,Approved ,,,4/5/2006,,,Plan,,,643 SW 10 ST Hallandale Beach FL 33009,514228280040,,
2015-1297,BD Roofing - Res - Replace,Approved ,,,3/13/2015,,,Plan,,,726 SW 8 ST Hallandale Beach FL 33009,514228331180,,
2010-2352,BD Roofing - Res - Replace,Approved ,,,8/4/2010,,,Plan,,,1048 FOSTER RD Hallandale Beach FL 33009,514221290190,,
2000-1358,BD Roofing - Res - Replace,Approved ,,,5/30/2000,,,Plan,,,628 NW 3 CT Hallandale Beach FL 33009,514221180832,,
2015-1715,BD Roofing - Res - Replace,Approved ,,,4/29/2015,,,Plan,,,304 NE 4 CT Hallandale Beach FL 33009,514222340100,,
2006-2199,BD Roofing - Res - Replace,Approved ,,,6/1/2006,,,Plan,,,1000 SW 8 ST Hallandale Beach FL 33009,514228490160,,
2010-0773,BD Roofing - Res - Replace,Approved ,,,1/13/2010,,,Plan,,,817 NE 3 ST Hallandale Beach FL 33009,514222030040,,
2000-1304,BD Roofing - Res - Replace,Approved ,,,5/18/2000,,,Plan,,,1453 ATLANTIC SHORES BLVD Hallandale Beach FL 33009,514223030150,,
2013-1813,BD Roofing - Res - Replace,Approved ,,,5/23/2013,,,Plan,,,628 NW 5 TER Hallandale Beach FL 33009,514221150260,,
2013-2994,BD Roofing - Res - Replace,Approved ,,,9/25/2013,,,Plan,,,220 SW 10 AVE Hallandale Beach FL 33009,514228340490,,
2006-1672,BD Roofing - Res - Replace,Approved ,,,4/19/2006,,,Plan,,,405 SW 6 AVE Hallandale Beach FL 33009,514228260460,,
2005-0925,BD Roofing - Res - Replace,Approved ,,,2/2/2005,,,Plan,,,332 NE 3 ST Hallandale Beach FL 33009,514227110210,,
2006-0879,BD Roofing - Res - Replace,Approved ,,,2/9/2006,,,Plan,,,312 NW 5 AVE Hallandale Beach FL 33009,514221370030,,
2004-0976,BD Roofing - Res - Replace,Approved ,,,2/17/2004,,,Plan,,,228 NE 3 ST Hallandale Beach FL 33009,514227110040,,
PL-BROR-16-03444,BD Roofing - Res - Replace,Approved ,,,9/26/2016,,,Plan,,,912 NE 3 ST HALLANDALE BEACH FL 33009,514222360570,,
2014-2465,BD Roofing - Res - Replace,Approved ,,,8/7/2014,,,Plan,,,925 NE 4 CT Hallandale Beach FL 33009,514222360260,,
2014-0418,BD Roofing - Res - Replace,Approved ,,,11/21/2013,,,Plan,,,1801 S OCEAN DR Hallandale Beach FL 33009,514226BB0000,,
2000-1004,BD Roofing - Res - Replace,Approved ,,,3/29/2000,,,Plan,,,617 SW 3 ST Hallandale Beach FL 33009,514228260030,,
2014-1199,BD Roofing - Res - Replace,Approved ,,,3/6/2014,,,Plan,,,109 SW 2 AVE Hallandale Beach FL 33009,514228022130,,
2007-2453,BD Roofing - Res - Replace,Approved ,,,9/12/2007,,,Plan,,,630 SW 6 AVE Hallandale Beach FL 33009,514228230040,,
1996-2619,BD Roofing - Com - Replace,Approved ,,,9/23/1996,,,Plan,,,100 NW 8 AVE Hallandale Beach FL 33009,514228150040,,
1995-2550,BD Roofing - Com - Replace,Approved ,,,8/23/1995,,,Plan,,,2412 NE 11 ST Hallandale Beach FL 33009,514223AM0000,,
2001-1500,BD Roofing - Com - Replace,Approved ,,,5/21/2001,,,Plan,,,1050 NW 7 CT Hallandale Beach FL 33009,514221010090,,
1999-0742,BD Roofing - Com - Replace,Approved ,,,1/25/1999,,,Plan,,,501 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110670,,
2010-1314,BD Roofing - Com - Replace,Approved ,,,3/10/2010,,,Plan,,,800 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227010200,,
1997-1925,BD Roofing - Com - Replace,Approved ,,,6/10/1997,,,Plan,,,507 PALM DR Hallandale Beach FL 33009,514226040390,,
1995-0104,BD Roofing - Com - Replace,Approved ,,,10/14/1994,,,Plan,,,2030 S OCEAN DR Unit: POOL Hallandale Beach FL 33009,514226020210,,
1998-0874,BD Roofing - Com - Replace,Approved ,,,2/10/1998,,,Plan,,,642 OLEANDER DR Hallandale Beach FL 33009,514226030500,,
1994-0833,BD Roofing - Com - Replace,Approved ,,,1/18/1994,,,Plan,,,280 SW 8 AVE Hallandale Beach FL 33009,514228410090,,
1997-1683,BD Roofing - Com - Replace,Approved ,,,5/13/1997,,,Plan,,,647 SW 5 CT Hallandale Beach FL 33009,514228160260,,
1996-1686,BD Roofing - Com - Replace,Approved ,,,5/9/1996,,,Plan,,,104 SW 8 ST Hallandale Beach FL 33009,514227210720,,
2005-0907,BD Roofing - Com - Replace,Approved ,,,2/1/2005,,,Plan,,,2551 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514223120044,,
1995-0877,BD Roofing - Com - Replace,Approved ,,,1/19/1995,,,Plan,,,1941 ATLANTIC SHORES BLVD Hallandale Beach FL 33009,9999GH000001,,
1995-2714,BD Roofing - Com - Replace,Approved ,,,9/14/1995,,,Plan,,,600 NE 8 AVE Hallandale Beach FL 33009,514222132310,,
1995-0706,BD Roofing - Com - Replace,Approved ,,,1/3/1995,,,Plan,,,824 NE 4 ST Hallandale Beach FL 33009,514222030080,,
1993-0303,BD Roofing - Com - Replace,Approved ,,,3/1/1993,,,Plan,,,101 SE 4 AVE Hallandale Beach FL 33009,514227240220,,
2005-2681,BD Roofing - Com - Replace,Approved ,,,9/7/2005,,,Plan,,,717 NW 2 ST Hallandale Beach FL 33009,514228150410,,
1997-0263,BD Roofing - Com - Replace,Approved ,,,10/29/1996,,,Plan,,,733 NW 9 ST Hallandale Beach FL 33009,514221340200,,
2013-1601,BD Roofing - Com - Replace,Approved ,,,5/2/2013,,,Plan,,,901 S FEDERAL HWY Unit: SITE Hallandale Beach FL 33009,514227010540,,
1994-0010,BD Roofing - Com - Replace,Approved ,,,10/4/1993,,,Plan,,,808 SW 11 ST Hallandale Beach FL 33009,514228030542,,
2003-1242,BD Roofing - Com - Replace,Approved ,,,3/25/2003,,,Plan,,,1050 NW 7 CT Hallandale Beach FL 33009,514221010090,,
1994-0666,BD Roofing - Com - Replace,Approved ,,,12/22/1993,,,Plan,,,607 HIBISCUS DR Hallandale Beach FL 33009,514226030270,,
PL-BROC-16-00241,BD Roofing - Com - New,Approved ,,,11/2/2015,,,Plan,,,541 BLUE HERON DR HALLANDALE BEACH FL 33009,514226RY0000,,
2003-0301,BD Roofing - Res - Replace,Approved ,,,11/14/2002,,,Plan,,,1300 MOFFETT ST Hallandale Beach FL 33009,514222GC0000,,
2001-1505,BD Roofing - Res - Replace,Approved ,,,5/22/2001,,,Plan,,,490 SUNSET DR Hallandale Beach FL 33009,514226050510,,
2006-1626,BD Roofing - Res - Replace,Approved ,,,4/14/2006,,,Plan,,,207 NE 2 ST Unit: 1-2 Hallandale Beach FL 33009,514227110170,,
2014-1421,BD Roofing - Res - Replace,Approved ,,,4/3/2014,,,Plan,,,709 NW 3 CT Hallandale Beach FL 33009,514221200560,,
2000-1655,BD Roofing - Res - Replace,Approved ,,,7/7/2000,,,Plan,,,804 NE 2 ST Hallandale Beach FL 33009,514227310180,,
2009-1371,BD Roofing - Res - Replace,Approved ,,,5/27/2009,,,Plan,,,818 NW 5 AVE Hallandale Beach FL 33009,514221090870,,
2008-0416,BD Roofing - Res - Replace,Approved ,,,12/12/2007,,,Plan,,,624 OLEANDER DR Hallandale Beach FL 33009,514226030470,,
2014-0983,BD Roofing - Res - Replace,Approved ,,,2/11/2014,,,Plan,,,315 NW 7 ST Hallandale Beach FL 33009,514221170010,,
2005-0028,BD Roofing - Res - Replace,Approved ,,,10/5/2004,,,Plan,,,1125 NE 7 ST Hallandale Beach FL 33009,514222370210,,
2009-0154,BD Roofing - Res - Replace,Approved ,,,10/29/2008,,,Plan,,,210 NE 2 ST Hallandale Beach FL 33009,514227300270,,
2010-2223,BD Roofing - Res - Replace,Approved ,,,7/13/2010,,,Plan,,,221 SE 3 ST Hallandale Beach FL 33009,514227340150,,
2010-1557,BD Roofing - Res - Replace,Approved ,,,4/14/2010,,,Plan,,,635 NW 3 CT Hallandale Beach FL 33009,514221181081,,
2002-1529,BD Roofing - Res - Replace,Approved ,,,5/13/2002,,,Plan,,,516 NW 9 ST Hallandale Beach FL 33009,514221160400,,
2013-1802,BD Roofing - Res - Replace,Approved ,,,5/22/2013,,,Plan,,,823 NW 9 ST Hallandale Beach FL 33009,514221020181,,
2015-0355,BD Roofing - Res - Replace,Approved ,,,11/18/2014,,,Plan,,,219 NE 3 ST Hallandale Beach FL 33009,514222310060,,
2000-1230,BD Roofing - Res - Replace,Approved ,,,5/8/2000,,,Plan,,,515 N FEDERAL HWY Hallandale Beach FL 33009,514222350020,,
2006-2986,BD Roofing - Res - Replace,Approved ,,,8/22/2006,,,Plan,,,818 NE 2 CT Hallandale Beach FL 33009,514222360700,,
2005-2134,BD Roofing - Res - Replace,Approved ,,,6/24/2005,,,Plan,,,212 SE 2 ST Hallandale Beach FL 33009,514227340020,,
1999-1957,BD Roofing - Res - Replace,Approved ,,,8/5/1999,,,Plan,,,611 SW 11 AVE Hallandale Beach FL 33009,514228390060,,
2003-1391,BD Roofing - Res - Replace,Approved ,,,4/11/2003,,,Plan,,,2000 DIANA DR Hallandale Beach FL 33009,514226PR0000,,
2001-1383,BD Roofing - Res - Replace,Approved ,,,5/2/2001,,,Plan,,,519 PALM DR Hallandale Beach FL 33009,514226040370,,
2013-1523,BD Roofing - Res - Replace,Approved ,,,4/25/2013,,,Plan,,,740 SW 4 CT Hallandale Beach FL 33009,514228400560,,
2008-1513,BD Roofing - Res - Replace,Approved ,,,6/5/2008,,,Plan,,,647 NW 3 CT Hallandale Beach FL 33009,514221181100,,
2002-0104,BD Roofing - Res - Replace,Approved ,,,10/15/2001,,,Plan,,,1009 NE 3 ST Hallandale Beach FL 33009,514222390480,,
2003-1515,BD Roofing - Res - Replace,Approved ,,,4/29/2003,,,Plan,,,213 SW 6 AVE Hallandale Beach FL 33009,514228060130,,
2013-2498,BD Roofing - Res - Replace,Approved ,,,7/31/2013,,,Plan,,,955 SW 10 ST Hallandale Beach FL 33009,514228030300,,
2007-1286,BD Roofing - Res - Replace,Approved ,,,4/9/2007,,,Plan,,,732 SW 4 ST Hallandale Beach FL 33009,514228400260,,
2008-1147,BD Roofing - Res - Replace,Approved ,,,4/16/2008,,,Plan,,,814 NW 5 TER Hallandale Beach FL 33009,514221091020,,
2008-1501,BD Roofing - Res - Replace,Approved ,,,6/4/2008,,,Plan,,,1000 NE 4 ST Hallandale Beach FL 33009,514222390340,,
2001-1846,BD Roofing - Res - Replace,Approved ,,,7/12/2001,,,Plan,,,1101 NE 5 ST Hallandale Beach FL 33009,514222370650,,
2008-1020,BD Roofing - Res - Replace,Approved ,,,3/28/2008,,,Plan,,,430 SW 9 AVE Unit: B Hallandale Beach FL 33009,514228290620,,
2013-0187,BD Roofing - Res - Replace,Approved ,,,10/24/2012,,,Plan,,,656 NW 3 CT Hallandale Beach FL 33009,514221180879,,
1995-2086,BD Roofing - Com - Replace,Approved ,,,6/16/1995,,,Plan,,,413 SW 4 TER Hallandale Beach FL 33009,514228260690,,
1995-1197,BD Roofing - Com - Replace,Approved ,,,3/2/1995,,,Plan,,,307 LAYNE BLVD Hallandale Beach FL 33009,514226051160,,
1997-1825,BD Roofing - Com - Replace,Approved ,,,5/30/1997,,,Plan,,,709 NW 4 ST Hallandale Beach FL 33009,514221200320,,
2006-0347,BD Roofing - Com - Replace,Approved ,,,12/5/2005,,,Plan,,,217 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227300150,,
1998-1604,BD Roofing - Com - Replace,Approved ,,,5/21/1998,,,Plan,,,417 SW 6 AVE Hallandale Beach FL 33009,514228260430,,
1994-1073,BD Roofing - Com - Replace,Approved ,,,2/14/1994,,,Plan,,,1800 LAYNE BLVD Hallandale Beach FL 33009,514226080012,,
1996-2442,BD Roofing - Com - Replace,Approved ,,,8/29/1996,,,Plan,,,808 NE 25 AVE Hallandale Beach FL 33009,514223AJ0000,,
2000-1258,BD Roofing - Res - Replace,Approved ,,,5/11/2000,,,Plan,,,301 GOLDEN ISLES DR Hallandale Beach FL 33009,514226HH0000,,
2008-0131,BD Roofing - Res - Replace,Approved ,,,10/18/2007,,,Plan,,,641 SW 1 CT Hallandale Beach FL 33009,514228100090,,
2006-1649,BD Roofing - Res - Replace,Approved ,,,4/18/2006,,,Plan,,,709 NW 1 CT Hallandale Beach FL 33009,514228150160,,
1996-1013,BD Roofing - Com - Replace,Approved ,,,2/13/1996,,,Plan,,,1301 NE 7 ST Hallandale Beach FL 33009,514222DK0000,,
1993-1980,BD Roofing - Com - Replace,Approved ,,,9/22/1993,,,Plan,,,1001 NE 2 ST Hallandale Beach FL 33009,514227320010,,
1998-1172,BD Roofing - Com - Replace,Approved ,,,3/27/1998,,,Plan,,,806 SW 9 ST Hallandale Beach FL 33009,514228500040,,
2002-1020,BD Roofing - Com - Replace,Approved ,,,3/12/2002,,,Plan,,,2518 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514226080050,,
1997-0788,BD Roofing - Com - Replace,Approved ,,,1/21/1997,,,Plan,,,629 SW 1 CT Hallandale Beach FL 33009,514228100070,,
1996-0669,BD Roofing - Com - Replace,Approved ,,,12/26/1995,,,Plan,,,2215 NE 7 ST Hallandale Beach FL 33009,514223BA0000,,
1995-1879,BD Roofing - Com - Replace,Approved ,,,5/19/1995,,,Plan,,,821 N FEDERAL HWY Hallandale Beach FL 33009,514222290020,,
1993-0243,BD Roofing - Com - Replace,Approved ,,,2/24/1993,,,Plan,,,2100 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514226080090,,
1998-0823,BD Roofing - Com - Replace,Approved ,,,2/3/1998,,,Plan,,,105 SE 3 AVE Hallandale Beach FL 33009,514227500250,,
1991-0090,BD Roofing - Com - Replace,Approved ,,,10/18/1990,,,Plan,,,538 SW 7 ST Hallandale Beach FL 33009,514228330260,,
1991-0125,BD Roofing - Com - Replace,Approved ,,,10/30/1990,,,Plan,,,912 SW 3 AVE Hallandale Beach FL 33009,514228350040,,
1994-1267,BD Roofing - Com - Replace,Approved ,,,3/9/1994,,,Plan,,,601 N FEDERAL HWY Unit: DTCTO Hallandale Beach FL 33009,514222350010,,
1994-0124,BD Roofing - Com - Replace,Approved ,,,10/19/1993,,,Plan,,,830 SW 6 ST Hallandale Beach FL 33009,514228000461,,
1996-2340,BD Roofing - Com - Replace,Approved ,,,8/13/1996,,,Plan,,,314 FOSTER RD Hallandale Beach FL 33009,514221170380,,
1996-2042,BD Roofing - Com - Replace,Approved ,,,7/1/1996,,,Plan,,,218 NW 5 AVE Hallandale Beach FL 33009,514228050212,,
1995-2026,BD Roofing - Com - Replace,Approved ,,,6/8/1995,,,Plan,,,436 SUNSET DR Hallandale Beach FL 33009,514226050600,,
1993-1744,BD Roofing - Com - Replace,Approved ,,,8/20/1993,,,Plan,,,400 NE 1 ST Hallandale Beach FL 33009,514227240080,,
2006-0149,BD Roofing - Com - Replace,Approved ,,,11/10/2005,,,Plan,,,851 N FEDERAL HWY Hallandale Beach FL 33009,514222020090,,
2007-0481,BD Roofing - Com - Replace,Approved ,,,12/7/2006,,,Plan,,,400 S FEDERAL HWY Hallandale Beach FL 33009,514227420010,,
1994-2213,BD Roofing - Com - Replace,Approved ,,,6/13/1994,,,Plan,,,207 NW 3 CT Hallandale Beach FL 33009,514221110040,,
1994-0166,BD Roofing - Com - Replace,Approved ,,,10/22/1993,,,Plan,,,200 SE 4 ST Hallandale Beach FL 33009,514227160400,,
1997-2266,BD Roofing - Com - Replace,Approved ,,,7/28/1997,,,Plan,,,443 SW 11 AVE Hallandale Beach FL 33009,514228290200,,
1997-2037,BD Roofing - Com - Replace,Approved ,,,6/27/1997,,,Plan,,,415 NE 2 ST Hallandale Beach FL 33009,514227BK0000,,
1996-1265,BD Roofing - Com - Replace,Approved ,,,3/15/1996,,,Plan,,,1125 NE 4 CT Hallandale Beach FL 33009,514222390090,,
2013-1063,BD Roofing - Com - Replace,On-Review,,,2/28/2013,,,Plan,,,800 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227010200,,
2007-1425,BD Roofing - Com - Replace,Approved ,,,4/25/2007,,,Plan,,,1055 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228000130,,
1997-2331,BD Roofing - Com - Replace,Approved ,,,8/4/1997,,,Plan,,,1008 FOSTER RD Hallandale Beach FL 33009,514221290050,,
1995-1939,BD Roofing - Com - Replace,Approved ,,,5/30/1995,,,Plan,,,728 SW 2 AVE Hallandale Beach FL 33009,514228370440,,
2007-1532,BD Roofing - Res - Replace,Approved ,,,5/4/2007,,,Plan,,,329 SE 3 ST Hallandale Beach FL 33009,514227AE0000,,
1999-0892,BD Roofing - Res - Replace,Approved ,,,2/16/1999,,,Plan,,,741 SW 4 ST Hallandale Beach FL 33009,514228400350,,
PL-BROR-16-00469,BD Roofing - Res - New,Approved ,,,11/24/2015,,,Plan,,,737 SW 4 CT HALLANDALE BEACH FL 33009,514228400570,,
2006-1464,BD Roofing - Res - Replace,Approved ,,,4/5/2006,,,Plan,,,200 SW 11 ST Hallandale Beach FL 33009,514227180690,,
2000-1673,BD Roofing - Res - Replace,Approved ,,,7/11/2000,,,Plan,,,500 HIBISCUS DR Hallandale Beach FL 33009,514226030010,,
2006-1211,BD Roofing - Res - Replace,Approved ,,,3/13/2006,,,Plan,,,450 GOLDEN ISLES DR Hallandale Beach FL 33009,514226GM0000,,
2001-2181,BD Roofing - Res - Replace,Approved ,,,9/4/2001,,,Plan,,,436 TAMARIND DR Hallandale Beach FL 33009,514226050910,,
2003-0253,BD Roofing - Res - Replace,Approved ,,,11/7/2002,,,Plan,,,636 PALM DR Hallandale Beach FL 33009,514226040200,,
2000-1894,BD Roofing - Res - Replace,Approved ,,,8/9/2000,,,Plan,,,400 SE 3 AVE Hallandale Beach FL 33009,514227CM0000,,
2004-2131,BD Roofing - Res - Replace,Approved ,,,7/15/2004,,,Plan,,,617 SW 6 ST Hallandale Beach FL 33009,514228330410,,
2006-0867,BD Roofing - Res - Replace,Approved ,,,2/8/2006,,,Plan,,,717 NE 4 CT Hallandale Beach FL 33009,514222130430,,
2010-1875,BD Roofing - Res - Replace,Approved ,,,5/24/2010,,,Plan,,,927 SW 9 ST Hallandale Beach FL 33009,514228030240,,
2001-0665,BD Roofing - Res - Replace,Approved ,,,1/18/2001,,,Plan,,,625 SW 4 ST Hallandale Beach FL 33009,514228260270,,
2009-1620,BD Roofing - Res - Replace,Approved ,,,6/25/2009,,,Plan,,,600 THREE ISLANDS BLVD Unit: B Hallandale Beach FL 33009,514223BJ0000,,
2009-1857,BD Roofing - Res - Replace,Approved ,,,7/31/2009,,,Plan,,,912 NE 7 ST Hallandale Beach FL 33009,514222360030,,
2008-1516,BD Roofing - Res - Replace,Approved ,,,6/6/2008,,,Plan,,,431 LESLIE DR Hallandale Beach FL 33009,514223140890,,
2000-1306,BD Roofing - Res - Replace,Approved ,,,5/18/2000,,,Plan,,,1447 ATLANTIC SHORES BLVD Hallandale Beach FL 33009,514223030153,,
2007-1689,BD Roofing - Res - Replace,Approved ,,,5/23/2007,,,Plan,,,410 SE 2 ST Hallandale Beach FL 33009,514227BG0000,,
2008-0945,BD Roofing - Res - Replace,Approved ,,,3/14/2008,,,Plan,,,1029 NW 8 ST Hallandale Beach FL 33009,514221290260,,
2006-2345,BD Roofing - Res - Replace,Approved ,,,6/16/2006,,,Plan,,,800 NE 10 ST Hallandale Beach FL 33009,514222131700,,
2006-2759,BD Roofing - Res - Replace,Approved ,,,7/27/2006,,,Plan,,,137 NW 7 AVE Hallandale Beach FL 33009,514228150390,,
2001-1494,BD Roofing - Res - Replace,Approved ,,,5/18/2001,,,Plan,,,3127 S OCEAN DR Hallandale Beach FL 33009,514226NS0000,,
2015-2094,BD Roofing - Res - Replace,Approved ,,,6/16/2015,,,Plan,,,836 SW 10 ST Hallandale Beach FL 33009,514228030203,,
2012-1599,BD Roofing - Res - Replace,Approved ,,,5/22/2012,,,Plan,,,1036 SW 8 ST Hallandale Beach FL 33009,514228490070,,
2007-2158,BD Roofing - Res - Replace,Approved ,,,7/26/2007,,,Plan,,,373 ANSIN BLVD Hallandale Beach FL 33009,514221010141,,
2015-0820,BD Roofing - Res - Replace,Approved ,,,1/26/2015,,,Plan,,,2667 PARKVIEW DR Hallandale Beach FL 33009,514223140320,,
2008-0496,BD Roofing - Res - Replace,Approved ,,,12/26/2007,,,Plan,,,631 PALM DR Hallandale Beach FL 33009,514226040251,,
2013-0371,BD Roofing - Res - Replace,Approved ,,,11/16/2012,,,Plan,,,816 NW 4 AVE Hallandale Beach FL 33009,514221090560,,
1997-0980,BD Roofing - Com - Replace,Approved ,,,2/18/1997,,,Plan,,,630 SW 1 CT Hallandale Beach FL 33009,514228100286,,
1993-0936,BD Roofing - Com - Replace,Approved ,,,5/17/1993,,,Plan,,,600 THREE ISLANDS BLVD Hallandale Beach FL 33009,514223BJ0000,,
2003-1311,BD Roofing - Com - Replace,Approved ,,,4/1/2003,,,Plan,,,1050 NW 7 CT Hallandale Beach FL 33009,514221010090,,
1994-1591,BD Roofing - Com - Replace,Approved ,,,4/14/1994,,,Plan,,,501 SW 2 ST Hallandale Beach FL 33009,514228060101,,
1994-1519,BD Roofing - Com - Replace,Approved ,,,4/7/1994,,,Plan,,,802 NE 8 ST Hallandale Beach FL 33009,514222132040,,
1995-0280,BD Roofing - Com - Replace,Approved ,,,11/7/1994,,,Plan,,,126 GOLDEN ISLES DR Hallandale Beach FL 33009,514226AF0000,,
1996-1675,BD Roofing - Com - Replace,Approved ,,,5/8/1996,,,Plan,,,407 SE 9 CT Hallandale Beach FL 33009,514227140500,,
1993-0084,BD Roofing - Com - Replace,Approved ,,,2/10/1993,,,Plan,,,2412 NE 11 ST Hallandale Beach FL 33009,514223AM0000,,
1998-1009,BD Roofing - Com - Replace,Approved ,,,3/4/1998,,,Plan,,,437 HOLIDAY DR Hallandale Beach FL 33009,514235020150,,
1998-1897,BD Roofing - Com - Replace,Approved ,,,6/30/1998,,,Plan,,,108 NE 1 AVE Hallandale Beach FL 33009,514227040070,,
1996-0899,BD Roofing - Com - Replace,Approved ,,,1/30/1996,,,Plan,,,233 SW 4 ST Hallandale Beach FL 33009,514228310160,,
1999-1627,BD Roofing - Com - Replace,Approved ,,,6/14/1999,,,Plan,,,101 N DIXIE HWY Unit: SUB Hallandale Beach FL 33009,514228021030,,
1993-1377,BD Roofing - Com - Replace,Approved ,,,7/9/1993,,,Plan,,,401 POINCIANA DR Hallandale Beach FL 33009,514226050130,,
1996-0535,BD Roofing - Com - Replace,Approved ,,,12/8/1995,,,Plan,,,111 NE 2 TER Hallandale Beach FL 33009,514227300310,,
